Date,XIV,SPX,10-Day-Rank,50-Day-Rank,10-Day-Range,50-Day-Range,Percent-Change,Volume,Vol_30D,Impl_vol_50D,Impl_vol_25D,Impl_vol_40D,Impl_vol 75D,Vix-Open,Vix-Close,VVIX,UX1,UX2,Contango,Futures-Percent,compound,neg,pos,VIX-Spike
11/27/12,18.78,1406.29,2,39,55.79,112.06,-0.52,550774464,15.29,13.59,12.42,13.11,15.72,15.92,15.3,82.45,15.65,17.45,1,0.115015974,0.0447,0.1364,0.1433,0
11/28/12,19.31,1398.77,3,39,55.79,112.06,0.79,577114240,15.28,13.56,12.39,13.09,15.68,15.51,16.43,84.17,16.2,17.9,1,0.104938272,0.350876923,0.045,0.198461538,0
11/29/12,19.5801,1409.96,1,35,56.6,108.04,0.43,531923072,14.98,13.15,12.06,12.72,15.08,15.06,15.21,80.39,15.35,17.15,1,0.117263844,0.110030769,0.105,0.194230769,0
11/30/12,19.22,1415.95,1,29,62.59,108.04,0.02,855038976,14.9,13.75,12.5,13.25,16.02,15.87,15.26,78.42,15.25,16.95,1,0.11147541,-0.100025,0.17025,0.144125,0
12/3/12,18.81,1416.34,1,28,56.46,108.04,-0.47,540951936,14.94,14.4,13.1,13.89,16.79,16.64,15.81,78.59,15.45,17.25,1,0.116504854,-0.131671429,0.178714286,0.137714286,0
12/4/12,18.48,1409.46,4,36,29.52,108.04,-0.17,559464768,14.14,14.42,13.04,13.89,16.88,17.12,16.66,84.07,16.15,17.6,1,0.089783282,0.10759,0.0807,0.15,0
12/5/12,18.8,1407.05,6,37,28.55,108.04,0.16,628384384,14.16,13.59,12.52,13.17,15.56,16.46,16.95,86.18,16.3,17.7,1,0.085889571,-0.01773,0.1465,0.0872,1
12/6/12,18.56,1409.43,5,35,25.31,108.04,0.33,523123968,13.52,13.75,12.87,13.4,15.61,16.58,16.59,82.98,16.1,17.35,1,0.077639752,0.00567,0.1066,0.1127,0
12/7/12,19.25,1413.95,3,27,17.57,108.04,0.29,487081632,13.51,12.86,12.08,12.55,14.59,15.9,16.12,84.15,16.5,17.7,1,0.072727273,0.32825,0.040428571,0.181642857,0
12/10/12,18.98,1418.07,1,22,19.3,108.04,0.03,488123616,13.48,12.82,12.16,12.56,14.56,16.05,16.47,80.74,16.05,17.3,1,0.07788162,-0.06297,0.143,0.1318,0
12/11/12,19.61,1418.55,1,21,19.78,108.04,0.65,590599296,13.61,12.88,12.3,12.65,14.63,15.57,15.94,81.56,15.95,16.95,1,0.062695925,0.416783333,0.025166667,0.275,0
12/12/12,19.1305,1427.84,1,19,20.79,108.04,0.04,569768192,13.61,12.31,11.77,12.09,14.11,15.95,15.6,78.7,15.5,16.4,1,0.058064516,0.059272727,0.120454545,0.125,0
12/13/12,18.7603,1428.48,1,17,21.43,108.04,-0.63,522071744,13.36,12.44,12,12.27,14.29,16.56,15.87,83.02,16.1,17.1,1,0.062111801,-0.00754,0.1214,0.1927,0
12/14/12,18.64,1419.45,3,20,21.43,108.04,-0.41,533732544,13.11,12.4,12.08,12.27,14.59,17,16.68,86.74,16.5,17.3,1,0.048484848,0.11502,0.1337,0.2081,1
12/17/12,19.29,1413.54,7,27,21.43,108.04,1.19,584239232,13.57,12.42,12.59,12.49,14.66,16.34,17.2,86.39,16.7,17.15,1,0.026946108,0.095869231,0.073384615,0.169307692,0
12/18/12,20.0103,1430.47,1,13,23.42,108.04,1.15,655620160,13.79,12.3,12.73,12.47,14.55,15.57,16.39,82.1,15.95,16.4,1,0.028213166,0.263957143,0.058142857,0.217714286,0
12/19/12,18.8654,1446.79,1,6,37.36,107.58,-0.76,576888960,11.83,11.62,12.47,11.97,14.6,17.36,16.05,79.36,16.1,17,1,0.055900621,0.038183333,0.102333333,0.153166667,0
12/20/12,18.42,1435.81,2,8,33.25,107.58,0.55,532168256,11.15,9.15,11.77,10.28,13.88,17.67,17.26,83.33,17,17.81,1,0.047647059,0.006525,0.117625,0.108875,1
12/21/12,17.21,1443.67,2,5,33.25,107.58,-0.94,1538060928,11.63,14.91,13.13,14.18,18.24,17.84,19.85,83.06,18.1,18.65,1,0.03038674,0.0759,0.143666667,0.1365,0
12/24/12,17.51,1430.15,5,13,33.25,107.58,-0.24,227982672,11.68,15.19,13.31,14.43,18.64,18.59,18.46,87.7,18.25,18.6,1,0.019178082,0.195045455,0.079727273,0.213818182,0
12/26/12,16.5767,1426.66,8,18,33.25,107.58,-0.48,363632128,11.72,15.77,13.87,15,19.19,19.48,18.71,89.27,18.5,18.8,1,0.016216216,-0.1504,0.1799,0.1106,0
12/27/12,16.578,1419.83,8,18,33.25,107.58,-0.12,445660128,10.78,16.58,14.72,15.82,19.87,19.47,19.39,92.17,19.35,19.3,0,-0.002583979,0.1023,0.104538462,0.161923077,0
12/28/12,15.703,1418.1,9,20,33.25,107.58,-1.1,411216000,11.4,18.17,16.15,17.34,21.51,22.72,20.32,90.89,19.5,19.75,1,0.012820513,0.179091667,0.09175,0.192,0
12/31/12,16.5925,1402.43,10,38,44.36,107.58,1.69,601105600,12.28,16.37,14.53,15.63,19.53,18.02,22.14,104.72,21.65,21.3,0,-0.016166282,0.2274875,0.120375,0.246375,0
1/2/13,18.6,1426.19,7,15,44.36,107.58,2.54,680468864,13.1,11.61,10.72,11.26,13.56,14.68,15.24,92.5,16.8,17.5,1,0.041666667,0.144311111,0.088,0.200888889,1
1/3/13,18.4825,1462.42,1,1,59.99,109.06,-0.21,576168384,13.15,11.36,10.82,11.15,12.79,14.56,14.77,78.77,15.75,16.9,1,0.073015873,-0.0397625,0.11675,0.1355,0
1/4/13,18.84,1459.37,2,2,59.99,109.06,0.49,499318240,13.18,10.1,9.84,10,11.24,13.83,14.23,77.02,15.85,16.9,1,0.066246057,0.123775,0.074833333,0.150333333,0
1/7/13,18.88,1466.47,1,1,64.04,113.11,-0.31,490281856,12.79,9.89,9.67,9.8,11.17,13.79,14.53,75.18,15.4,16.75,1,0.087662338,0.134373333,0.113666667,0.182066667,0
1/8/13,19.0801,1461.89,3,3,64.04,113.11,-0.32,546030208,12.83,9.94,9.73,9.85,11.19,13.62,13.88,76.77,14.85,16.55,1,0.114478114,0.106191667,0.075916667,0.153083333,0
1/9/13,19.041,1457.15,5,5,64.04,113.11,0.27,507352352,12.67,9.75,9.57,9.68,11.08,13.81,13.32,78.37,14.65,16.45,1,0.122866894,-0.031,0.1339375,0.12975,0
1/10/13,19.53,1461.02,4,4,64.04,113.11,0.76,569101632,12.66,8.88,8.77,8.84,10.35,13.49,13.33,78.51,14.55,16.3,1,0.120274914,0.1243,0.124,0.1913,0
1/11/13,19.58,1472.12,1,1,69.69,118.76,0,488474720,12.64,9,9.01,9,10.68,13.36,13.55,77.49,14.25,16.15,1,0.133333333,-0.0411,0.1546,0.1072,0
1/14/13,19.91,1472.05,2,2,69.69,118.76,-0.09,491726656,12.65,9.62,9.86,9.72,11.55,13.52,13.66,78.52,14.3,16.15,1,0.129370629,0.088436364,0.069454545,0.156,0
1/15/13,19.901,1470.67,3,3,45.93,118.76,0.11,483929760,12.51,8.95,9.52,9.18,11.31,13.55,13.97,78.28,14.25,16.1,1,0.129824561,0.038307692,0.143846154,0.122307692,0
1/16/13,20.31,1472.33,1,1,15.18,118.97,0.02,513146656,12.48,8.44,9.63,8.94,11.17,13.42,13.7,77.84,16,17.45,1,0.090625,0.3841,0.042230769,0.247384615,0
1/17/13,20.21,1472.63,1,1,15.48,119.27,0.56,604124160,12.54,7.45,8.61,7.93,11.75,13.57,13.45,77.26,15.45,16.8,1,0.087378641,0.286527273,0.088727273,0.265272727,0
1/18/13,21.49,1480.95,1,1,23.8,127.59,0.34,930380416,12.54,10.25,9.27,9.87,12.17,12.46,13.52,78.77,15.6,17.03,1,0.091666667,0.061688889,0.099333333,0.151333333,0
1/22/13,22.11,1485.98,1,1,28.83,132.62,0.44,569950400,12.56,10.07,9.07,9.68,11.86,12.43,13.28,73.43,14.6,16.35,1,0.119863014,0.19908125,0.0661875,0.1558125,1
1/23/13,22.7,1492.56,1,1,35.41,139.2,0.15,494336352,12.55,9.8,8.85,9.43,11.61,12.46,12.67,73.87,14.05,15.45,1,0.099644128,-0.020646667,0.1026,0.1218,1
1/24/13,22.57,1494.81,1,1,33.79,141.45,0,554969600,12.48,10.04,9.12,9.68,11.78,12.69,12.73,71.86,13.9,15.25,1,0.097122302,0.166192308,0.077307692,0.134846154,0
1/25/13,22.39,1494.82,1,1,24.15,141.46,0.54,570690752,12.53,9.97,9.05,9.61,11.81,12.89,12.63,76.17,13.75,14.95,1,0.087272727,0.255157143,0.087642857,0.212857143,0
1/28/13,21.83,1502.96,1,1,32.29,149.6,-0.18,535161280,12.33,10.78,9.85,10.42,12.62,13.57,13.29,76.92,14,15.1,1,0.078571429,0.157754545,0.102909091,0.207636364,1
1/29/13,22.46,1500.18,2,2,32.29,149.6,0.51,607226816,12.22,10.43,9.57,10.09,12.18,13.31,13.87,78.16,14.7,15.45,1,0.051020408,0.04327,0.119,0.1659,0
1/30/13,21.07,1507.84,1,1,35.51,154.48,-0.39,569791872,11.98,11.22,10.23,10.83,13.16,14.32,13.64,73.61,14.15,14.95,1,0.056537102,0.255958333,0.059583333,0.187833333,0
1/31/13,20.94,1501.96,3,3,35.21,147.96,-0.26,740722944,11.65,11.27,10.25,10.87,13.23,14.28,14.43,77.34,15.15,15.8,1,0.04290429,0.206923529,0.069882353,0.198647059,0
2/1/13,22.04,1498.11,5,5,26.89,121.02,1.01,598682816,11.6,9.75,9.04,9.47,11.46,12.9,13.37,76.72,14.75,15.61,1,0.058305085,0.082933333,0.098833333,0.151083333,0
2/4/13,20.611,1513.17,1,1,27.19,125.38,-1.15,584697152,12.21,11.28,10.33,10.91,13.27,14.67,14,73.29,14.45,15.35,1,0.062283737,-0.04454,0.1593,0.1246,1
2/5/13,21.49,1495.71,7,7,20.61,122.14,1.04,587275072,12.05,10.01,9.26,9.72,12.01,13.72,14.21,77.79,14.9,15.6,1,0.046979866,0.05072,0.1209,0.1567,0
2/6/13,21.58,1511.29,2,2,18.36,114.4,0.05,556294272,11.98,9.79,8.96,9.47,11.96,13.41,14.06,75.07,14.45,15.6,1,0.079584775,-0.384688889,0.219,0.066777778,0
2/7/13,21.65,1512.12,2,2,18.35,114.4,-0.18,553191104,11.86,9.76,8.97,9.45,12.07,13.5,13.47,77.24,14.15,15.35,1,0.084805654,-0.0822125,0.17625,0.118375,0
2/8/13,22.11,1509.39,4,4,17.46,114.4,0.57,477527360,11.85,8.48,8.14,8.35,10.75,13.02,13.2,76.86,14.2,15.35,1,0.080985915,0.377223077,0.034615385,0.230692308,1
2/11/13,22.48,1517.93,1,1,22.22,115.5,-0.06,400159936,11.14,9.07,8.82,8.97,12.09,12.94,13.37,74.42,13.7,15.05,1,0.098540146,0.161490909,0.064363636,0.164090909,0
2/12/13,22.72,1517.01,2,2,22.22,115.5,0.16,489501408,10.25,8.33,8.68,8.47,11.57,12.64,12.82,76.1,13.45,14.95,1,0.111524164,0.147788889,0.122444444,0.213222222,0
2/13/13,22.56,1519.43,1,1,23.72,117,0.06,513566752,7.4,7.61,9.01,8.2,11.51,12.98,12.88,73.83,14.65,15.6,1,0.064846416,0.119869231,0.094692308,0.141076923,0
2/14/13,22.94,1520.33,1,1,24.62,117.9,0.07,533981152,7.32,4.77,5.33,5,10.88,12.66,13.3,73.25,14.9,15.95,1,0.070469799,0.21124,0.0589,0.1787,0
2/15/13,23.12,1521.38,1,1,25.67,118.95,-0.1,811687552,7.28,10.12,8.88,9.64,12.52,12.46,12.47,72.99,14.65,15.75,1,0.075085324,0.215625,0.044625,0.154,0
2/19/13,24.12,1519.79,3,3,25.67,118.95,0.73,571763136,7.37,9.47,8.42,9.07,11.58,12.31,12.81,72.55,14.35,15.55,1,0.083623693,0.040409091,0.158454545,0.164545455,0
2/20/13,21.98,1530.94,1,1,21.55,128.51,-1.24,594170816,8.38,11.75,10.4,11.23,14.35,14.68,12.32,70.45,13.95,14.95,1,0.071684588,-0.10047,0.1273,0.1086,0
2/21/13,21.57,1511.95,9,10,21.55,128.51,-0.63,599309760,8.67,12.73,11.11,12.11,15.58,15.22,14.68,79.65,15.35,16,1,0.042345277,0.023157143,0.085571429,0.067428571,0
2/22/13,22.3,1502.42,10,15,28.52,128.51,0.88,515547200,8.76,11.91,10.36,11.31,14.66,14.17,14.6,80.83,15.15,15.9,1,0.04950495,-0.093672727,0.146363636,0.123818182,1
2/25/13,19.18,1515.6,8,8,28.52,128.51,-1.83,637253824,10.53,15.81,13.63,14.96,19.4,18.99,13.69,78.66,14.55,15.35,1,0.054982818,0.1019,0.108818182,0.141,1
2/26/13,19.4375,1487.85,10,24,43.09,128.51,0.61,579446720,10.66,14.4,12.57,13.7,17.39,16.87,17.5,94.34,17,17.1,1,0.005882353,0.015142857,0.072571429,0.126285714,0
2/27/13,20.73,1496.94,9,20,43.09,128.51,1.27,492036288,11.25,11.66,10.34,11.15,14.08,14.73,16.57,90.23,16.8,17.15,1,0.020833333,0.2117,0.06225,0.201166667,0
2/28/13,20.13,1515.99,5,8,43.09,128.51,-0.09,748922944,11.26,11.77,10.38,11.24,14.36,15.51,15,82.29,15.3,16.05,1,0.049019608,0.105646154,0.117769231,0.179923077,0
3/1/13,19.81,1514.68,6,10,43.09,128.51,0.23,548455808,11.18,11.7,10.22,11.13,14.49,15.36,16.1,86.57,16.6,17.05,1,0.027108434,-0.043788889,0.116555556,0.157444444,0
3/4/13,20.79,1518.2,3,6,43.09,128.51,0.46,513849664,11.21,10.58,9.48,10.16,13.08,14.01,16.16,87.83,16.25,16.8,1,0.033846154,-0.10195,0.161083333,0.097333333,0
3/5/13,21.49,1525.2,2,2,43.09,128.51,0.96,522751872,11.46,9.86,9.15,9.59,12.07,13.48,13.44,82.27,14.85,15.72,1,0.058585859,0.20916,0.0682,0.2299,0
3/6/13,21.39,1539.79,1,1,51.94,137.36,0.11,502355712,11.46,9.49,9.09,9.33,11.64,13.53,13.18,79.32,14.35,15.4,1,0.073170732,0.170254545,0.086363636,0.131727273,0
3/7/13,21.84,1541.46,1,1,53.61,139.03,0.18,498992384,11.45,9.07,8.77,8.95,11.04,13.06,13.45,78.78,14.65,15.6,1,0.064846416,0.037216667,0.069833333,0.129166667,0
3/8/13,22.12,1544.26,1,1,56.41,141.83,0.45,487435904,11.42,8.05,8.18,8.1,9.94,12.59,12.67,77.16,14.1,15.2,1,0.078014184,0.048325,0.070083333,0.115916667,0
3/11/13,23.01,1551.15,1,1,63.3,148.72,0.32,450470304,11.4,8.84,9.33,9.04,11.23,11.56,12.31,76.65,13.9,15.3,1,0.100719424,0.32471,0.0553,0.1685,0
3/12/13,22.65,1556.22,1,1,59.28,153.79,-0.24,466648288,11.39,9.05,9.49,9.23,12.38,12.27,11.79,77.32,13.2,14.65,1,0.109848485,0.026418182,0.102636364,0.131818182,0
3/13/13,22.8,1552.48,2,2,41.54,153.79,0.13,420973952,11.29,7.66,9.19,8.3,11.34,11.83,12.18,79.99,13.55,15,1,0.10701107,0.29863,0.0184,0.1623,0
3/14/13,23.22,1554.52,2,2,41.54,130.03,0.56,504222144,11.3,6.25,8.24,7.11,11.56,11.3,11.7,84.36,12.85,14.6,1,0.13618677,0.204227273,0.047363636,0.180909091,0
3/15/13,23.22,1563.21,1,1,45.01,106.06,-0.16,1447565312,11.02,9.87,8.85,9.47,11.96,11.3,11.52,83.5,12.6,14.65,1,0.162698413,0.271409091,0.089818182,0.218,0
3/18/13,22.02,1560.7,2,2,38.01,106.06,-0.55,507141280,10.51,11.11,9.79,10.6,13.57,13.36,13.47,85.72,13.35,15.25,1,0.142322097,0.30855,0.063916667,0.23875,0
3/19/13,21.972,1552.1,6,6,23.42,106.06,-0.24,544881984,10.17,12.37,10.81,11.75,15.13,14.39,13.03,93.07,13.5,15.1,1,0.118518519,0.365636364,0.028909091,0.221181818,0
3/20/13,23.16,1548.34,8,8,21.75,106.06,0.67,515015072,10.32,10.49,9.16,9.98,12.8,12.67,13.18,94.39,15.1,16.1,1,0.066225166,-0.012091667,0.155333333,0.146,1
3/21/13,22.5,1558.71,3,3,18.95,106.06,-0.83,524169408,10.67,11.5,9.95,10.91,14.06,13.99,13.07,89.45,14.6,15.9,1,0.089041096,0.124253846,0.115769231,0.148692308,0
3/22/13,22.55,1545.9,10,10,17.31,102.19,0.72,505786400,10.74,11.8,10.18,11.18,14.44,13.57,13.34,93.98,14.8,16,1,0.081081081,0.22711,0.0295,0.1644,0
3/25/13,22.83,1556.89,4,4,17.31,92.54,-0.33,540532352,10.81,11.98,10.37,11.36,14.63,13.74,12.85,91.78,14.5,15.75,1,0.086206897,0.18536,0.0957,0.2184,0
3/26/13,23.48,1551.69,8,9,17.31,92.54,0.78,417852192,11,10.28,9,9.79,12.55,12.77,12.95,88.86,14.55,15.75,1,0.082474227,-0.11349,0.1677,0.0997,0
3/27/13,23.23,1563.75,1,1,17.85,93.08,-0.06,418415424,11.01,10.53,9.25,10.04,12.84,13.15,13.72,85.14,14.6,15.75,1,0.078767123,0.007376923,0.123846154,0.103615385,0
3/28/13,23.31,1562.86,3,3,17.85,91.42,0.41,673190912,11.05,10.25,9.1,9.81,12.46,12.7,12.91,85.32,14.3,15.6,1,0.090909091,0.239608333,0.07425,0.181416667,0
4/1/13,23.22,1569.18,1,1,23.28,96.55,-0.45,422775552,11.16,11.25,9.99,10.76,13.53,13.58,13.46,83.2,14.25,15.6,1,0.094736842,-0.239036364,0.162,0.075363636,0
4/2/13,23.98,1562.17,4,5,23.28,88.23,0.52,473640320,11.07,10.31,9.26,9.9,12.42,12.78,13.11,84.23,14.2,15.55,1,0.095070423,0.041545455,0.061,0.142454545,1
4/3/13,23.07,1570.25,1,1,24.35,84.27,-1.05,587850944,10.87,11.84,10.47,11.31,14.21,14.21,12.65,80.49,13.8,15.25,1,0.105072464,-0.058218182,0.182727273,0.157090909,0
4/4/13,23.43,1553.69,8,12,24.35,82.4,0.4,481445376,10.67,11.97,10.58,11.43,14.3,13.89,14.1,85.23,14.35,15.45,1,0.076655052,-0.138323077,0.156153846,0.084384615,0
4/5/13,23.37,1559.98,6,8,24.35,82.4,-0.43,558288704,10.54,12.16,10.82,11.64,14.46,13.92,15.64,83.12,14.7,15.85,1,0.078231293,-0.0718,0.138333333,0.113555556,1
4/8/13,24,1553.26,9,14,18.56,82.4,0.63,455851968,8.78,11.18,10.14,10.78,13.3,13.19,14.04,84.49,14.15,15.35,1,0.084805654,0.194163636,0.062454545,0.218545455,0
4/9/13,24.35,1563.11,4,5,18.56,82.4,0.35,521582048,8.69,10.23,9.5,9.94,12.26,12.84,13.11,82.12,13.65,15.02,1,0.1003663,0.205533333,0.049333333,0.178222222,0
4/10/13,24.97,1568.61,3,3,16.99,82.4,1.22,524612448,8.63,9.64,9.22,9.48,11.51,12.36,12.66,82.04,13.35,14.9,1,0.116104869,0.070753846,0.113769231,0.166230769,0
4/11/13,25.04,1587.73,1,1,34.47,99.88,0.36,530718944,8.62,8.85,8.62,8.76,10.47,12.24,12.55,82.75,13.1,14.45,1,0.103053435,0.056564286,0.127142857,0.157142857,0
4/12/13,25.51,1593.3,1,1,40.04,105.45,-0.28,538931392,8.72,8.77,8.51,8.67,10.77,12.06,12.61,83.37,13.35,14.65,1,0.097378277,-0.040058333,0.117333333,0.116083333,1
4/15/13,22.45,1588.84,2,2,40.04,105.45,-2.3,725229120,11.4,16.16,14.32,15.45,20.17,17.27,13.12,82.39,13.1,14.35,1,0.095419847,-0.42515,0.27575,0.022125,0
4/16/13,23.46,1552.36,10,21,40.94,105.45,1.43,572293824,11.82,10.8,10.32,10.61,14.4,13.96,14.72,104.62,15,15.6,1,0.04,-0.01898,0.1481,0.1378,0
4/17/13,20.86,1574.57,4,4,40.94,105.45,-1.43,708085120,12.66,14.17,13.32,13.84,17.5,16.51,15.35,88.19,15.15,15.95,1,0.052805281,-0.134135714,0.145714286,0.078142857,0
4/18/13,19.93,1552.03,10,24,41.27,105.45,-0.67,635698176,12.82,12.3,12.41,12.35,15.83,17.56,16.34,105.26,16.05,16.45,1,0.024922118,-0.07396,0.1575,0.0877,0
4/19/13,21.27,1541.61,10,30,51.69,105.45,0.88,790566336,13.03,12.58,10.96,11.95,15.45,14.97,16.67,107.65,16.65,17.15,1,0.03003003,0.1779,0.106,0.1848,0
4/22/13,21.78,1555.25,7,18,51.69,105.45,0.47,520923456,13.06,11.93,10.47,11.37,14.48,14.39,15.08,95.52,15.6,16.5,1,0.057692308,0.31795,0.070714286,0.1905,0
4/23/13,22.88,1562.5,6,12,51.69,105.45,1.04,555077120,13.39,11.11,9.88,10.63,13.45,13.48,13.81,90.91,15.2,16.05,1,0.055921053,-0.094466667,0.140866667,0.107533333,0
4/24/13,22.7367,1578.78,4,4,51.69,105.45,0,574951040,13.39,11.16,9.94,10.69,13.47,13.61,13.57,85.16,14.55,15.45,1,0.06185567,-0.068490909,0.124636364,0.134454545,0
4/25/13,22.54,1578.93,3,4,51.69,105.45,0.4,591309504,13.34,11.48,10.3,11.03,13.74,13.62,13.61,84.99,14.5,15.25,1,0.051724138,0.09738,0.1141,0.2355,0
4/26/13,22.53,1585.16,2,4,47.23,105.45,-0.18,558080320,13.34,11.03,9.88,10.58,13.18,13.61,13.94,85.89,14.9,15.6,1,0.046979866,0.2109625,0.083875,0.195,0
4/29/13,22.64,1582.34,2,5,43.55,105.45,0.72,455326880,13.36,11.13,10.02,10.7,13.23,13.71,13.72,85.09,14.6,15.43,1,0.056849315,0.246576923,0.036615385,0.172692308,0
4/30/13,22.9,1593.58,1,1,51.97,105.73,0.25,676820608,13.32,11.25,10.17,10.83,13.32,13.52,13.71,84.42,14.7,15.5,1,0.054421769,0.180781818,0.081272727,0.206090909,0
5/1/13,21.8633,1597.55,1,1,55.94,109.7,-0.93,514984544,13.56,12.34,11.13,11.87,14.48,14.49,13.88,83.46,14.45,15.4,1,0.065743945,-0.007814286,0.139428571,0.170142857,0
5/2/13,22.66,1582.77,4,7,55.94,109.7,0.94,464684416,13.52,10.91,9.96,10.54,12.82,13.59,14.48,88.11,14.9,15.7,1,0.053691275,0.206578571,0.046357143,0.180714286,0
5/3/13,23.16,1597.6,1,1,42.35,109.75,1.05,528213536,13.7,9.96,9.38,9.73,11.57,12.85,12.92,83.82,14.6,15.6,1,0.068493151,0.21823,0.0567,0.1889,0
5/6/13,23.53,1614.4,1,1,51.9,126.55,0.19,477645664,13.62,9.67,9.26,9.51,11.28,12.66,13.06,80.91,14.2,15.25,1,0.073943662,0.22239,0.0614,0.1691,0
5/7/13,23.758,1617.55,1,1,38.77,129.7,0.52,489537536,13.53,9.56,9.2,9.42,11.22,12.83,12.63,79.78,13.75,14.9,1,0.083636364,0.0287,0.144428571,0.173285714,0
5/8/13,23.62,1625.95,1,1,47.02,129.01,0.41,516801472,13.54,9.08,8.81,8.98,10.83,12.66,12.87,78.86,13.9,14.9,1,0.071942446,-0.00927,0.0901,0.1285,1
5/9/13,23.14,1632.69,1,1,50.35,118.01,-0.37,482900672,13.61,9.4,9.14,9.3,11.3,13.13,12.91,79.81,14.1,15.15,1,0.074468085,0.123375,0.07,0.144666667,1
5/10/13,23.38,1626.69,2,2,50.35,118.01,0.43,475475488,13.52,8.64,8.42,8.55,10.72,12.59,13.08,81.14,14.1,15.2,1,0.078014184,0.218408333,0.0465,0.231083333,0
5/13/13,23.52,1632.1,2,2,49.92,114.49,0,455174880,13.48,10.13,10.14,10.13,12.49,12.55,12.57,80.45,14.05,15.35,1,0.09252669,-0.0066625,0.128625,0.2015,0
5/14/13,23.738,1633.75,1,1,50.98,108.55,1.01,529472000,13.19,9.76,10.28,9.97,12.9,12.77,12.61,80.45,13.65,15.1,1,0.106227106,0.00853,0.0976,0.1055,0
5/15/13,23.56,1649.13,1,1,66.36,109.34,0.51,547590400,13.21,10.16,10.68,10.37,13.82,12.81,12.98,80.45,13.6,15.05,1,0.106617647,-0.10444375,0.1318125,0.114625,0
5/16/13,23.32,1658.07,1,1,60.47,116.61,-0.5,562299328,13.25,6.9,8.08,7.39,12.03,13.07,13.07,83.15,13.65,15.1,1,0.106227106,4.17E-05,0.090083333,0.1545,0
5/17/13,23.88,1652.45,2,2,43.67,116.46,1.03,717787392,13.41,10.8,10.16,10.52,12.49,12.45,12.73,84.5,13.8,15.2,1,0.101449275,0.2036125,0.086125,0.19475,1
5/20/13,23.58,1665.71,1,1,48.16,124.1,-0.07,494665952,13.44,11.28,10.63,11,12.9,13.02,13.28,84,13.25,15.1,1,0.139622642,-0.22356,0.1514,0.0514,0
5/21/13,23.37,1666.2,1,1,40.25,124.59,0.17,513919040,13.07,11.57,10.83,11.26,13.22,13.37,13.08,85.01,13.2,15.15,1,0.147727273,-0.0049375,0.097625,0.141125,0
5/22/13,23.12,1669.39,1,1,42.7,127.78,-0.83,683490432,13.4,12.64,11.78,12.28,14.4,13.82,13.45,88.04,15.25,16.32,1,0.070163934,0.272542857,0.059928571,0.221142857,1
5/23/13,22.95,1651.62,6,6,42.7,127.78,-0.29,610989376,13.4,12.33,11.31,11.91,14.25,14.07,14.94,88.23,16,16.85,1,0.053125,0.09118,0.0844,0.1428,0
5/24/13,22.97,1646.67,8,8,37.29,127.78,-0.06,449088384,11.06,12.38,11.19,11.91,14.45,13.99,14.59,87.4,15.65,16.7,1,0.067092652,0.1452,0.082916667,0.163916667,0
5/28/13,23.58,1652.63,5,5,35.64,127.78,0.63,554619712,10.49,12.32,11.2,11.88,14.31,14.48,13.67,83.88,15.15,16.3,1,0.075907591,0.1157,0.093333333,0.135416667,0
5/29/13,23.21,1656.57,5,5,22.72,127.78,-0.7,511999488,9.63,12.69,11.46,12.21,14.76,14.83,15.3,82.65,15.45,16.6,1,0.074433657,-0.05006,0.133533333,0.0696,0
5/30/13,23.24,1649.14,9,9,22.72,127.78,0.37,525967968,9.24,12.17,10.95,11.7,14.25,14.53,14.9,81.72,15.25,16.25,1,0.06557377,0.07118,0.0841,0.119,0
5/31/13,22.43,1652.13,7,8,22.72,127.78,-1.43,872444608,10.31,13.06,11.56,12.48,15.6,16.3,15.02,80.22,15.55,16.65,1,0.07073955,-0.063175,0.1415,0.14225,0
6/3/13,22.5125,1631.71,10,16,37.68,127.78,0.59,614601792,10.35,14.29,12.6,13.64,17.09,16.28,16.4,84.87,15.75,16.85,1,0.06984127,-0.022492308,0.139692308,0.124923077,0
6/4/13,22.23,1640.73,9,13,37.68,127.78,-0.55,567560832,10.2,14.58,12.99,13.97,17.02,16.27,16.16,86.99,16,16.95,1,0.059375,-0.000633333,0.120111111,0.177333333,0
6/5/13,21.27,1629.05,10,18,40.34,127.78,-1.38,573941056,11.15,15.44,13.71,14.77,18.04,17.5,16.86,87.39,16.4,17.25,1,0.051829268,0.028754545,0.117272727,0.129272727,1
6/6/13,21.49,1609.29,10,23,47.28,127.78,0.85,611811968,11.35,15.01,13.31,14.35,17.63,16.63,17.7,93.18,16.8,17.5,1,0.041666667,-0.146192857,0.151785714,0.088071429,0
6/7/13,22.48,1625.27,9,21,47.28,127.78,1.28,588722112,11.86,12.42,11.26,11.97,14.41,15.14,15.9,91.91,16.6,17.3,1,0.042168675,0.004725,0.094,0.145,0
6/10/13,22.72,1644.67,5,13,47.28,127.78,-0.03,446790496,11.73,12.8,11.69,12.37,14.81,15.44,15.16,84.19,15.6,16.65,1,0.067307692,-0.27482,0.1631,0.0685,0
6/11/13,21.23,1638.64,6,15,47.28,127.78,-1.02,494419744,12.19,14.48,13.13,13.96,16.78,17.07,16.91,82.94,16.05,17.05,1,0.062305296,0.122875,0.091833333,0.16675,0
